"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008037","GO:0008037","cell recognition","22/411","101/5021",1.50025766608158e-05,0.000971866916087648,0.000882467351375145,"IGHG1/IGKC/IGLC2/VSTM2L/IGHV3-30/IGHM/IGHV4-39/IGHG4/IGHG3/IGHV5-51/IGHV3-73/IGHV4-4/IGHV4-34/IGHA1/IGHV3-23/IGHA2/IGHG2/IGLC3/IGHV1-3/IGHV3-7/B4GALT1/SPON2",22
"GO:0016072","GO:0016072","rRNA metabolic process","20/411","87/5021",1.58404960125757e-05,0.00100091073246995,0.000908839500989925,"RPS8/RPS15/RPL35/RPS21/RPL35A/RPS27/RPL11/RPL10A/RPS28/RPS25/RPS19/RPL5/RPS6/RPS16/NOP10/TRIR/RPL14/RPS7/RPL27/RPL7A",20
"GO:0045861","GO:0045861","negative regulation of proteolysis","29/411","155/5021",1.60689589652478e-05,0.00100091073246995,0.000908839500989925,"PEBP1/HSP90AB1/RPL23/TIMP1/LTF/RPL11/PRDX5/NR4A1/RPL5/SPINK1/PI15/IFI6/APLP2/PLAT/GAPDH/BST2/RPS7/CST2/CST3/WFDC2/PTGS2/SPINK2/SERPINA5/CST1/SPOCK2/AGT/WFDC5/GPX1/SFN",29
"GO:0001906","GO:0001906","cell killing","16/411","61/5021",1.96775944876986e-05,0.00120256091595577,0.00109194039719225,"HSP90AB1/B2M/LTF/HLA-DRA/RPS19/TUBB4B/AZGP1/RPL30/GAPDH/HLA-DRB1/HLA-B/LYZ/HLA-E/SEMG1/CHGA/HLA-A",16
"GO:0006414","GO:0006414","translational elongation","8/411","17/5021",2.36615281079673e-05,0.00141925351003159,0.00128869999090956,"RPLP1/EEF1A1/EEF1B2/RPLP2/EEF1A2/EEF2/RACK1/EIF5A",8
"GO:0001914","GO:0001914","regulation of T cell mediated cytotoxicity","7/411","13/5021",2.60253056514082e-05,0.0015326539091802,0.00139166897588583,"B2M/HLA-DRA/AZGP1/HLA-DRB1/HLA-B/HLA-E/HLA-A",7
"GO:0030162","GO:0030162","regulation of proteolysis","46/411","306/5021",2.66774377602143e-05,0.00154300394473811,0.00140106693800825,"PEBP1/ENO1/HSP90AB1/RPL23/TIMP1/LTF/CLU/RPL11/PRDX5/CCN1/CLDN4/CLDN3/NR4A1/UBB/RPL5/RPS3/SPINK1/RACK1/PI15/CCN2/IFI6/APLP2/PLAT/PSME1/GAPDH/BEX3/BST2/RPS7/ELOB/CST2/CST3/SEMG1/WFDC2/SEMG2/PTGS2/SPINK2/SERPINA5/CST1/FN1/SPOCK2/AGT/WFDC5/CAV1/GPX1/SFN/HSPA1B",46
"GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway","22/411","105/5021",2.86527335307935e-05,0.00162817901589895,0.00147840697109949,"IGHG1/RPS3/IGKC/IGLC2/IGHV3-30/IGHM/IGHV4-39/IGHG4/IGHG3/IGHV5-51/HLA-DRB1/IGHV3-73/IGHV4-4/IGHV4-34/IGHA1/IGHV3-23/IGHA2/IGHG2/IGLC3/IGHV1-3/IGHV3-7/HLA-A",22
"GO:0042113","GO:0042113","B cell activation","25/411","128/5021",2.93566124584956e-05,0.00163941496125978,0.00148860935043624,"XBP1/LGALS1/CD74/IGHG1/IGKC/IGLC2/IGHV3-30/BST2/IGHM/IGHV4-39/IGHG4/IGHG3/IGHV5-51/IGHV3-73/IGHV4-4/IGHV4-34/IGHA1/IGHV3-23/IGHA2/IGHG2/IGLC3/IGHV1-3/IGHV3-7/CDKN1A/ZFP36L1",25
"GO:0006364","GO:0006364","rRNA processing","19/411","84/5021",3.29567949643081e-05,0.001809272184566,0.00164284183996926,"RPS8/RPS15/RPL35/RPS21/RPL35A/RPS27/RPL11/RPL10A/RPS28/RPS25/RPS19/RPL5/RPS6/RPS16/NOP10/RPL14/RPS7/RPL27/RPL7A",19
"GO:0019885","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","6/411","10/5021",4.58734773872346e-05,0.00247640322095422,0.0022486051898234,"B2M/HLA-C/AZGP1/HLA-B/HLA-E/HLA-A",6
"GO:0009410","GO:0009410","response to xenobiotic stimulus","30/411","172/5021",4.6904364872356e-05,0.00249054488232067,0.00226144599574396,"S100A10/CALR/ND1/HSP90AB1/FOS/CYP1B1/RPN2/HSPA5/B2M/LGALS1/JUN/FOSB/MAOB/EEF2/DAD1/ABCC4/SCGB1A1/APOD/TSPO/MDK/LCN2/CDKN1A/TXNIP/LPL/PTGS2/GSTA1/PTN/CDH1/COL1A1/GPX1",30
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","11/411","34/5021",4.90506875524356e-05,0.00256250285455386,0.00232678473720722,"CALR/B2M/CD74/HLA-DRA/HLA-C/AZGP1/HLA-DRB1/HLA-B/HLA-E/HLA-DRB5/HLA-A",11
"GO:0006936","GO:0006936","muscle contraction","27/411","148/5021",5.04111192639017e-05,0.00259177167136155,0.00235336119003077,"ENO1/DES/MYL9/CNN1/MYH11/ACTA2/TPM2/FLNA/LMOD1/NR4A1/EEF2/CCN2/TCAP/MYL2/TNNC1/MYH7/MYL1/MYH3/ACTA1/MYL6/PTGS2/CHGA/AGT/SYNM/CAV1/CALD1/TPM1",27
"GO:0009628","GO:0009628","response to abiotic stimulus","56/411","408/5021",5.13151785403681e-05,0.00259702911394144,0.0023581350138452,"YWHAE/HSP90AA1/TXN/ENO1/P4HB/HSP90AB1/FOS/CD24/HSPA5/TIMP1/SPARC/JUN/FOSB/JUND/CLDN3/NR4A1/EEF1A2/TMBIM6/ND5/IGFBP7/KRT8/CHCHD2/PPP1R1B/ATP6V1G1/EGR1/CCN2/TCAP/TSPO/MMP7/PLAT/MDK/LCN2/CDKN1A/BHLHE40/TRPM8/TCIM/ERRFI1/RHOB/ACTA1/DUSP1/CA2/AQP2/TXNIP/LPL/PTGS2/ZFP36L1/AQP3/GMPR/PTN/AGT/COL3A1/COL1A1/CAV1/GPX1/HSPA6/HSPA1B",56
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","7/411","15/5021",8.44080578710663e-05,0.00420611845299052,0.00381920831889489,"CALR/B2M/HLA-C/AZGP1/HLA-B/HLA-E/HLA-A",7
"GO:0010466","GO:0010466","negative regulation of peptidase activity","23/411","121/5021",9.51360375380889e-05,0.00466887311493742,0.00423939535696045,"PEBP1/TIMP1/LTF/PRDX5/NR4A1/SPINK1/PI15/IFI6/APLP2/GAPDH/BST2/CST2/CST3/WFDC2/PTGS2/SPINK2/SERPINA5/CST1/SPOCK2/AGT/WFDC5/GPX1/SFN",23
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","27/411","154/5021",0.000102880721391532,0.00497359188936076,0.00451608382667619,"RPL24/ACTG1/RPS15/RPS5/RPL3/MYH11/FLNA/LMOD1/RPS27/RPL11/KRT19/RPS28/RPLP0/RPS19/RPSA/RPL5/RPL10/RPS3/KRT8/RPL23A/TCAP/MYL2/MYH3/ACTA1/TPM1/CSDE1/HSPA1B",27
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway","23/411","122/5021",0.00010852503653644,0.0051693028432578,0.00469379182790735,"CD24/IGHG1/RPS3/IGKC/IGLC2/IGHV3-30/IGHM/IGHV4-39/IGHG4/IGHG3/IGHV5-51/HLA-DRB1/IGHV3-73/IGHV4-4/IGHV4-34/IGHA1/IGHV3-23/IGHA2/IGHG2/IGLC3/IGHV1-3/IGHV3-7/HLA-A",23
"GO:0050776","GO:0050776","regulation of immune response","44/411","305/5021",0.000110339500245499,0.00517956001877059,0.00470310547194392,"HSP90AA1/KLK3/HSP90AB1/XBP1/CD24/B2M/CD74/LTF/CLU/HLA-DRA/RPS19/IGHG1/RPS3/IGKC/CD177/IGLC2/AZGP1/IGHV3-30/ISG15/IGHM/IGHV4-39/IGHG4/IGHG3/IGHV5-51/HLA-DRB1/IGHV3-73/IGHV4-4/IGHV4-34/HLA-B/IGHA1/IGHV3-23/IGHA2/IGHG2/IGLC3/HLA-E/IGHV1-3/IGHV3-7/VAMP8/CFD/COL3A1/CAV1/GPX1/HLA-A/HSPA1B",44
"GO:0052548","GO:0052548","regulation of endopeptidase activity","30/411","181/5021",0.000124296156727589,0.00575136073772371,0.00522230769769749,"PEBP1/TIMP1/LTF/PRDX5/CCN1/NR4A1/RPS3/SPINK1/RACK1/CCN2/IFI6/APLP2/PSME1/GAPDH/BEX3/BST2/CST2/CST3/SEMG1/WFDC2/SEMG2/PTGS2/SPINK2/SERPINA5/CST1/SPOCK2/AGT/WFDC5/GPX1/SFN",30
"GO:0048871","GO:0048871","multicellular organismal homeostasis","31/411","190/5021",0.000129515248958575,0.00590844917432146,0.0053649459687214,"ACTG1/B2M/LTF/ACTB/CLDN4/CLDN3/UBB/SCD/IGKC/EGR1/CCN2/AZGP1/HSPB1/IGHG3/JCHAIN/LYZ/IGHA1/LCN2/IGHA2/TRPM8/MUC6/CA2/PIP/AQP2/PTGS2/PDK4/AQP3/CAV1/GPX1/SFN/GNAS",31
"GO:0045321","GO:0045321","leukocyte activation","47/411","336/5021",0.000137127713194846,0.00616737786724308,0.00560005647002069,"XBP1/CD24/B2M/LGALS1/CD74/CLU/HLA-DRA/MT1G/PLA2G2A/JUND/IGHG1/RPS6/SDC4/RPS3/IGKC/CD177/IGLC2/SCGB1A1/EGR1/IGHV3-30/MDK/BST2/IGHM/IGHV4-39/IGHG4/IGHG3/IGHV5-51/HLA-DRB1/IGHV3-73/IGHV4-4/IGHV4-34/IGHA1/IGHV3-23/IGHA2/IGHG2/IGLC3/HLA-E/IGHV1-3/IGHV3-7/VAMP8/CCL2/CDKN1A/HLA-DRB5/ZFP36L1/CHGA/CAV1/HLA-A",47
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","22/411","116/5021",0.000139558982254022,0.00616737786724308,0.00560005647002069,"PEBP1/TIMP1/LTF/PRDX5/NR4A1/SPINK1/IFI6/APLP2/GAPDH/BST2/CST2/CST3/WFDC2/PTGS2/SPINK2/SERPINA5/CST1/SPOCK2/AGT/WFDC5/GPX1/SFN",22
"GO:0051606","GO:0051606","detection of stimulus","14/411","57/5021",0.000141506633259706,0.00616737786724308,0.00560005647002069,"OR51E2/RPS3/OR51E1/MRPS26/TCAP/AZGP1/TSPO/HLA-DRB1/HLA-B/TRPM8/CST2/PIP/CST1/HLA-A",14
"GO:0048545","GO:0048545","response to steroid hormone","27/411","157/5021",0.000144245025287609,0.00616737786724308,0.00560005647002069,"CALR/PMEPA1/FOS/SPARC/FOSB/OR51E2/CLDN4/ZFP36/MAOB/LBH/IGFBP7/SCGB1A1/CCN2/TSPO/MDK/RPL27/CDKN1A/ERRFI1/ACTA1/DUSP1/CA2/TXNIP/PTGS2/ZFP36L1/PTN/COL1A1/CAV1",27
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","12/411","44/5021",0.000144711552303326,0.00616737786724308,0.00560005647002069,"RPL24/RPL35/RPL35A/RPL3/RPL11/RPL10A/RPLP0/RPL5/RPL10/RPL23A/RPL14/RPL7A",12
"GO:0010035","GO:0010035","response to inorganic substance","39/411","263/5021",0.000152878744220245,0.00643083444843342,0.005839278350668,"TXN/CALR/ND6/FOS/CYP1B1/HSPA5/B2M/SPARC/MT1G/JUN/FOSB/JUND/EEF1A2/MAOB/EEF2/RPS3/ND5/MT2A/SCGB1A1/RACK1/KRT8/TNNC1/TSPO/LCN2/RHOB/JUNB/ACTA1/DUSP1/CA2/AQP2/TXNIP/PTGS2/AQP3/MT1E/CDH1/COL1A1/CAV1/CLIC4/GPX1",39
"GO:0061684","GO:0061684","chaperone-mediated autophagy","6/411","12/5021",0.000175032812667959,0.00726834974655796,0.00659975274756112,"HSP90AA1/HSPA8/CLU/EEF1A1/EEF1A2/SYNPO2",6
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","18/411","88/5021",0.000210755546934157,0.00864097742430045,0.00784611589785524,"ENO1/P4HB/XBP1/CD74/CLU/RPL11/UBB/RPS3/TMBIM6/RACK1/HSPB1/RPS7/TPT1/PTGS2/ERP29/EIF5A/CAV1/GPX1",18
"GO:0014070","GO:0014070","response to organic cyclic compound","50/411","371/5021",0.000213592260238761,0.00864781663641683,0.00785232598825128,"CALR/ND1/GPX4/ND6/HSP90AB1/PMEPA1/FOS/CYP1B1/HSPA5/SPARC/LGALS1/CLU/FLNA/ACTB/JUN/FOSB/OR51E2/CLDN4/JUND/HOXB13/ZFP36/MAOB/EEF2/LBH/ABCC4/IGFBP7/SCGB1A1/PPP1R1B/EGR1/CCN2/TSPO/MDK/RPL27/CCL2/CDKN1A/ERRFI1/ACTA1/DUSP1/CA2/TXNIP/SLC26A3/PTGS2/ZFP36L1/AQP3/PTN/AGT/CDH1/COL1A1/CAV1/GNAS",50
"GO:0001913","GO:0001913","T cell mediated cytotoxicity","7/411","17/5021",0.000220708211956715,0.00882560368552838,0.00801375885909111,"B2M/HLA-DRA/AZGP1/HLA-DRB1/HLA-B/HLA-E/HLA-A",7
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","22/411","120/5021",0.000233125019970273,0.00909749324920138,0.00826063799362007,"IGHG1/RPS3/IGKC/IGLC2/IGHV3-30/IGHM/IGHV4-39/IGHG4/IGHG3/IGHV5-51/HLA-DRB1/IGHV3-73/IGHV4-4/IGHV4-34/IGHA1/IGHV3-23/IGHA2/IGHG2/IGLC3/IGHV1-3/IGHV3-7/HLA-A",22
"GO:0002757","GO:0002757","immune response-activating signal transduction","22/411","120/5021",0.000233125019970273,0.00909749324920138,0.00826063799362007,"IGHG1/RPS3/IGKC/IGLC2/IGHV3-30/IGHM/IGHV4-39/IGHG4/IGHG3/IGHV5-51/HLA-DRB1/IGHV3-73/IGHV4-4/IGHV4-34/IGHA1/IGHV3-23/IGHA2/IGHG2/IGLC3/IGHV1-3/IGHV3-7/HLA-A",22
"GO:0000028","GO:0000028","ribosomal small subunit assembly","6/411","13/5021",0.000302753532967861,0.0115183447415716,0.0104588015170215,"RPS15/RPS5/RPS27/RPS28/RPS19/RPSA",6
"GO:1901798","GO:1901798","positive regulation of signal transduction by p53 class mediator","6/411","13/5021",0.000302753532967861,0.0115183447415716,0.0104588015170215,"RPS15/RPL23/RPL11/UBB/RPS7/EIF5A",6
"GO:0046649","GO:0046649","lymphocyte activation","40/411","281/5021",0.000305828233335953,0.0115183447415716,0.0104588015170215,"XBP1/CD24/B2M/LGALS1/CD74/HLA-DRA/IGHG1/RPS6/SDC4/RPS3/IGKC/IGLC2/SCGB1A1/EGR1/IGHV3-30/MDK/BST2/IGHM/IGHV4-39/IGHG4/IGHG3/IGHV5-51/HLA-DRB1/IGHV3-73/IGHV4-4/IGHV4-34/IGHA1/IGHV3-23/IGHA2/IGHG2/IGLC3/HLA-E/IGHV1-3/IGHV3-7/CCL2/CDKN1A/HLA-DRB5/ZFP36L1/CAV1/HLA-A",40
"GO:0097435","GO:0097435","supramolecular fiber organization","44/411","319/5021",0.000312283180623518,0.0116262669199951,0.0105567962088579,"TMSB10/S100A10/ACTG1/TMSB4X/HSP90AB1/HSPA8/DES/CYP1B1/B2M/PFN1/MYH11/TPM2/CLU/FLNA/LMOD1/COL1A2/AEBP1/KRT19/SDC4/RPS3/TACSTD2/MARCKSL1/KRT8/BRK1/FMOD/CCN2/TCAP/MYL2/ARF1/CDC42EP5/RHOB/MYH3/ACTA1/CST3/KRT17/COL3A1/COL1A1/DSTN/CALD1/SYNPO2/TPM1/GPX1/HSPA1B/CORO1B",44
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","30/411","191/5021",0.000331040679907512,0.0121424387442676,0.0110254867004058,"RPS8/HSP90AA1/RPL24/RPL13A/RPS15/RPL35/RPS21/RPL35A/RPS5/HSP90AB1/RPL3/RPS27/RPL11/RPL10A/RPS28/RPS25/RPLP0/RPS19/RPSA/RPL5/RPS6/RPS16/RPL10/NOP10/SNRPD2/RPL23A/RPL14/RPS7/RPL27/RPL7A",30
"GO:0031960","GO:0031960","response to corticosteroid","16/411","76/5021",0.000333645275776417,0.0121424387442676,0.0110254867004058,"FOS/SPARC/FOSB/ZFP36/MAOB/IGFBP7/SCGB1A1/CCN2/MDK/RPL27/CDKN1A/ERRFI1/DUSP1/PTGS2/ZFP36L1/COL1A1",16
"GO:0002253","GO:0002253","activation of immune response","25/411","151/5021",0.000463149616031391,0.0165262481530145,0.0150060406361686,"HSP90AA1/CLU/IGHG1/RPS3/IGKC/IGLC2/IGHV3-30/IGHM/IGHV4-39/IGHG4/IGHG3/IGHV5-51/HLA-DRB1/IGHV3-73/IGHV4-4/IGHV4-34/IGHA1/IGHV3-23/IGHA2/IGHG2/IGLC3/IGHV1-3/IGHV3-7/CFD/HLA-A",25
"GO:0003012","GO:0003012","muscle system process","29/411","186/5021",0.000471498723235795,0.0165262481530145,0.0150060406361686,"ENO1/DES/MYL9/CNN1/MYH11/ACTA2/TPM2/FLNA/LMOD1/NR4A1/EEF2/PDLIM5/CCN2/TCAP/MYL2/TNNC1/MYH7/ERRFI1/MYL1/MYH3/ACTA1/MYL6/PTGS2/CHGA/AGT/SYNM/CAV1/CALD1/TPM1",29
"GO:0030224","GO:0030224","monocyte differentiation","6/411","14/5021",0.000493515318661396,0.0165262481530145,0.0150060406361686,"CD74/MT1G/JUN/FASN/HLA-DRB1/ZFP36L1",6
"GO:0000027","GO:0000027","ribosomal large subunit assembly","7/411","19/5021",0.000494920058920163,0.0165262481530145,0.0150060406361686,"RPL24/RPL3/RPL11/RPLP0/RPL5/RPL10/RPL23A",7
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","7/411","19/5021",0.000494920058920163,0.0165262481530145,0.0150060406361686,"B2M/HLA-DRA/AZGP1/HLA-DRB1/HLA-B/HLA-E/HLA-A",7
"GO:0002711","GO:0002711","positive regulation of T cell mediated immunity","7/411","19/5021",0.000494920058920163,0.0165262481530145,0.0150060406361686,"B2M/HLA-DRA/AZGP1/HLA-DRB1/HLA-B/HLA-E/HLA-A",7
"GO:0007606","GO:0007606","sensory perception of chemical stimulus","7/411","19/5021",0.000494920058920163,0.0165262481530145,0.0150060406361686,"OR51E2/OR51E1/AZGP1/CST2/PIP/CST1/GNAS",7
"GO:0031343","GO:0031343","positive regulation of cell killing","7/411","19/5021",0.000494920058920163,0.0165262481530145,0.0150060406361686,"B2M/HLA-DRA/AZGP1/HLA-DRB1/HLA-B/HLA-E/HLA-A",7
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","23/411","136/5021",0.000571038715643113,0.0188734122445719,0.0171372950752616,"ENO1/P4HB/XBP1/CYP1B1/CD24/CD74/CLU/RPL11/UBB/RPS3/TMBIM6/RACK1/IFI6/HSPB1/RPS7/TPT1/CDKN1A/PTGS2/ERP29/EIF5A/CAV1/GPX1/SFN",23
"GO:0006909","GO:0006909","phagocytosis","23/411","137/5021",0.000635333634108729,0.02078631960483,0.018874238954809,"CALR/IGHG1/IGKC/IGLC2/RACK1/IGHV3-30/IGHM/IGHV4-39/IGHG4/IGHG3/IGHV5-51/IGHV3-73/IGHV4-4/IGHV4-34/IGHA1/IGHV3-23/IGHA2/IGHG2/IGLC3/IGHV1-3/IGHV3-7/CCL2/SPON2",23
"GO:0031397","GO:0031397","negative regulation of protein ubiquitination","10/411","38/5021",0.000707364037670746,0.022719751670785,0.0206298195246009,"RPS15/RPL23/RPL11/RPL5/RPS3/TSPO/ISG15/RPS7/CAV1/HSPA1B",10
"GO:0031640","GO:0031640","killing of cells of other organism","7/411","20/5021",0.000708457832278261,0.022719751670785,0.0206298195246009,"LTF/RPS19/RPL30/GAPDH/LYZ/SEMG1/CHGA",7
"GO:0071353","GO:0071353","cellular response to interleukin-4","6/411","15/5021",0.000766253492521615,0.0243323045321325,0.0220940377513456,"HSP90AB1/XBP1/RPL3/HSPA5/RPLP0/FASN",6
"GO:0043086","GO:0043086","negative regulation of catalytic activity","42/411","314/5021",0.000821210172364341,0.0258242694008553,0.0234487605680733,"RPS15/PEBP1/RPL23/TIMP1/LTF/RPL11/PRDX5/GADD45B/ZFP36/NR4A1/RPL5/TMBIM6/SPINK1/SCGB1A1/RACK1/PPP1R1B/PI15/IFI6/APLP2/GAPDH/HSPB1/BST2/RPS7/SOCS3/CDKN1A/ERRFI1/CST2/DUSP1/CST3/WFDC2/TXNIP/PTGS2/SPINK2/SERPINA5/CST1/PTN/SPOCK2/AGT/WFDC5/CAV1/GPX1/SFN",42
"GO:0019882","GO:0019882","antigen processing and presentation","12/411","53/5021",0.000929854871515992,0.0289596147003875,0.0262956934313328,"CALR/B2M/CD74/HLA-DRA/HLA-C/AZGP1/PSME1/HLA-DRB1/HLA-B/HLA-E/HLA-DRB5/HLA-A",12
"GO:0000302","GO:0000302","response to reactive oxygen species","19/411","108/5021",0.00104159080758481,0.0321305964358781,0.0291749846254833,"TXN/ND6/FOS/CYP1B1/PRDX5/JUN/EEF2/RPS3/ND5/SCGB1A1/RACK1/APOD/LCN2/RHOB/DUSP1/TXNIP/COL1A1/TPM1/GPX1",19
"GO:0044706","GO:0044706","multi-multicellular organism process","17/411","92/5021",0.00107654112375505,0.0325153488217798,0.0295243446184016,"CALR/FOS/TIMP1/FOSB/CLDN4/IGFBP7/SCGB1A1/RPL29/RLN1/MMP7/KLK14/B4GALT1/JUNB/SEMG1/PTGS2/PTN/AGT",17
"GO:0030239","GO:0030239","myofibril assembly","10/411","40/5021",0.0010934294331497,0.0325153488217798,0.0295243446184016,"ACTG1/MYH11/LMOD1/KRT19/KRT8/TCAP/MYL2/MYH3/ACTA1/TPM1",10
"GO:0045616","GO:0045616","regulation of keratinocyte differentiation","5/411","11/5021",0.00109421828390676,0.0325153488217798,0.0295243446184016,"ALOX15B/ZFP36/ERRFI1/ZFP36L1/AQP3",5
"GO:0051444","GO:0051444","negative regulation of ubiquitin-protein transferase activity","5/411","11/5021",0.00109421828390676,0.0325153488217798,0.0295243446184016,"RPS15/RPL23/RPL11/RPL5/RPS7",5
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","11/411","47/5021",0.00112735146163855,0.0330338317262113,0.0299951335997252,"GPX4/CYP1B1/CD74/ALOX15B/SCD/FAAH/PTGR1/CYP4F8/PTGS2/GSTA1/GPX1",11
"GO:0042026","GO:0042026","protein refolding","6/411","16/5021",0.0011422627827526,0.0330338317262113,0.0299951335997252,"HSP90AA1/HSPA8/HSPA5/B2M/HSPA6/HSPA1B",6
"GO:0070670","GO:0070670","response to interleukin-4","6/411","16/5021",0.0011422627827526,0.0330338317262113,0.0299951335997252,"HSP90AB1/XBP1/RPL3/HSPA5/RPLP0/FASN",6
"GO:0032269","GO:0032269","negative regulation of cellular protein metabolic process","51/411","409/5021",0.0011933742513196,0.0342065415931344,0.0310599688699298,"YWHAE/RPL13A/RPS15/PEBP1/CALR/HSP90AB1/PMEPA1/RPL23/TIMP1/LTF/RPL11/PRDX5/GADD45B/ZFP36/NR4A1/RPL5/YBX1/RPS3/SPINK1/RACK1/PABPC1/PPP1R1B/PI15/IFI6/APLP2/TSPO/PLAT/GAPDH/HSPB1/ISG15/BST2/RPS7/SOCS3/CDKN1A/ERRFI1/CST2/DUSP1/CST3/WFDC2/PTGS2/SPINK2/SERPINA5/ZFP36L1/CST1/SPOCK2/AGT/WFDC5/CAV1/GPX1/SFN/HSPA1B",51
"GO:0051248","GO:0051248","negative regulation of protein metabolic process","54/411","441/5021",0.00130711605426522,0.0371381482435531,0.0337219044839985,"YWHAE/RPL13A/RPS15/PEBP1/CALR/HSP90AB1/PMEPA1/RPL23/TIMP1/LTF/CLU/FLNA/RPL11/PRDX5/GADD45B/ZFP36/NR4A1/RPL5/YBX1/RPS3/SPINK1/RACK1/PABPC1/APOD/PPP1R1B/PI15/IFI6/APLP2/TSPO/PLAT/GAPDH/HSPB1/ISG15/BST2/RPS7/SOCS3/CDKN1A/ERRFI1/CST2/DUSP1/CST3/WFDC2/PTGS2/SPINK2/SERPINA5/ZFP36L1/CST1/SPOCK2/AGT/WFDC5/CAV1/GPX1/SFN/HSPA1B",54
"GO:0055002","GO:0055002","striated muscle cell development","10/411","41/5021",0.00134283240787148,0.0377594787284763,0.0342860803585781,"ACTG1/MYH11/LMOD1/KRT19/KRT8/TCAP/MYL2/MYH3/ACTA1/TPM1",10
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","8/411","28/5021",0.00135229994828751,0.0377594787284763,0.0342860803585781,"B2M/CD74/HLA-DRA/PSME1/HLA-DRB1/HLA-E/HLA-DRB5/HLA-A",8
"GO:0034622","GO:0034622","cellular protein-containing complex assembly","50/411","402/5021",0.0014131826565896,0.0391222104674677,0.0355234578723468,"HSP90AA1/TMSB10/RPL24/H1-2/NDUFB7/RPL13A/RPS15/CALR/RPS5/ND1/TMSB4X/GPX4/ND6/HSP90AB1/PMEPA1/NDUFS5/RPL3/NDUFA1/B2M/PFN1/ND2/MYH11/CLU/LMOD1/HLA-DRA/RPS27/RPL11/RPS28/RPLP0/RPS19/RPSA/RPL5/RPL10/H1-0/RPS3/ND5/SNRPD2/BRK1/RPL23A/FMOD/TCAP/RN7SL1/ARF1/HLA-DRB1/VAMP8/CDC42EP5/CLTA/HLA-DRB5/HSPA1B/CORO1B",50
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","25/411","163/5021",0.0014612573519588,0.0399165628084546,0.036244739762702,"PEBP1/TIMP1/LTF/PRDX5/NR4A1/TMBIM6/SPINK1/PPP1R1B/PI15/IFI6/APLP2/GAPDH/BST2/CST2/CST3/WFDC2/PTGS2/SPINK2/SERPINA5/CST1/SPOCK2/AGT/WFDC5/GPX1/SFN",25
"GO:0010038","GO:0010038","response to metal ion","26/411","172/5021",0.00146652391917447,0.0399165628084546,0.036244739762702,"CALR/FOS/HSPA5/B2M/SPARC/MT1G/JUN/FOSB/JUND/MAOB/MT2A/TNNC1/TSPO/LCN2/JUNB/ACTA1/DUSP1/CA2/AQP2/TXNIP/PTGS2/AQP3/MT1E/CDH1/CAV1/CLIC4",26
"GO:0001817","GO:0001817","regulation of cytokine production","34/411","247/5021",0.00157793938399046,0.0425912138728758,0.03867335648131,"HSP90AA1/TMSB4X/HSP90AB1/XBP1/CYP1B1/CD24/B2M/CD74/LTF/CLU/ALOX15B/ZFP36/RPS3/SCGB1A1/APOD/EGR1/TSPO/GAPDH/HSPB1/ISG15/MDK/BST2/HLA-DRB1/HLA-B/HLA-E/ERRFI1/LPL/PTGS2/SPON2/ORM1/FN1/AGT/HLA-A/HSPA1B",34
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","8/411","29/5021",0.00173645482526426,0.0455160754065922,0.041329167444799,"NDUFB7/ND1/ND6/NDUFS5/ND4L/NDUFA1/ND2/ND5",8
"GO:0034605","GO:0034605","cellular response to heat","8/411","29/5021",0.00173645482526426,0.0455160754065922,0.041329167444799,"YWHAE/HSP90AA1/HSP90AB1/CDKN1A/TCIM/PTGS2/HSPA6/HSPA1B",8
"GO:1904666","GO:1904666","regulation of ubiquitin protein ligase activity","5/411","12/5021",0.00175077933479162,0.0455160754065922,0.041329167444799,"RPS15/RPL23/RPL11/RPL5/RPS7",5
"GO:1902905","GO:1902905","positive regulation of supramolecular fiber organization","17/411","96/5021",0.00175447069712995,0.0455160754065922,0.041329167444799,"S100A10/PFN1/CLU/FLNA/LMOD1/SDC4/RPS3/BRK1/CCN2/ARF1/CDC42EP5/DSTN/SYNPO2/TPM1/GPX1/HSPA1B/CORO1B",17
